id,name,legacy_firestore_id,quantity,cost_price,unit_price
2575d7b7-9d2f-43d6-8f16-7644cda3b4fc,panoxyl toner,L48ZFv7L8pkVs0oPTCAi,2.00,10000.00,15000.00
0480d985-f577-4617-8c25-d1665c1ae842,Be Tres,lzqAnKlOxzJmz66TDzTA,0.00,1833.00,3000.00
6cf4e1ea-c7e2-485f-beb9-4762c926edf3,glutathione and vitamin c lotion,OLvYZEGNXgheWwjExteh,1.00,9000.00,14000.00
57d9b2dc-b056-4804-9e5c-df2c5214b98c,Only You Perfume Collection,fWYcTuu0guCEntR9Tgoc,53.00,2000.00,2500.00
30ba3978-937c-4573-bb23-d669989ecd24,Advanced Korean Skin Body Wash 1200ml,1fSJNrd4IneftgKLLWRX,1.00,10000.00,15000.00
2da67baf-6696-4cd0-906e-506a9885d119,Sugar Chrome 30ml Air Fag,dxlYTmUArRwDVanx0KjY,5.00,3000.00,4500.00
7ec7002e-1987-4577-9686-a4807752be06,The Purest Glow Vitamin C And Collagen wash,Kf5KSiP2rrq5iBGHuZlL,12.00,7000.00,12000.00
65310de0-3784-41c6-a0b6-a75354cee1a5,Parley Beauty Cream,aW95F4aWHR8enZqBTQiN,50.00,4000.00,6000.00
9ce068ca-8a80-445b-85c6-80c6f303165e,Veet Gold  pack Face Soap,eiQee9SPSlzzlUYacwFV,67.00,3000.00,4000.00
263e8cda-da62-40b4-bd89-33400729f0a5,Asantee Bar Soap,60GIFmP9uJ0uBNi3Ipua,38.00,1350.00,1700.00
75ca7560-1538-4488-b8c2-e6b6d4e570e1,Nano Extra White Soap,Ar07A9a1E2BayicNR9sf,17.00,1600.00,2000.00
f57a9d14-f189-4598-bd7f-92b0a35a390e,Kuza Indian Hemp,gpPs8WE334jdPf9t6htn,5.00,6500.00,9000.00
5a120da1-4dc9-4740-bee5-cabb10a564fd,classic oil contol,IcL6oUgHpAJgAt9rAsgR,49.00,3000.00,3500.00
ea740936-4d37-4686-81b7-651d7e54e8bc,Storm Elixir,cEv64T59G0bywNs4Pdtj,116.00,2500.00,3500.00
63ea1ed7-7fee-4302-a64e-1fd4f5388d68,adour spray,xsDeAnyGjzWjoTIWSDfG,8.00,3000.00,4000.00
a14c304c-cb31-4ba6-a66a-e79a50f99a9a,Listerine Fresh Burst mouth wash BIG,lamLtsY5PmjOQX5HOi31,10.00,5500.00,7000.00
9b60b36e-1492-4ef8-9f80-900db8dab75a,9pm 50ml Rebel,akqktiZ6ShiEtaBnMKvI,5.00,4200.00,9000.00
a5fc6eb5-f3eb-4d68-889f-a3517aa5ea76,black leather and brown,BykHltPT2D7tmyGOM8UX,7.00,12500.00,15000.00
571f93f1-6fd9-4494-99fe-d4259efa4ce0,Keratin Conditioner 750ml,0t6I5EpCqEBuYcWNvBQ4,11.00,6800.00,0.00
b90006b2-29bd-4e86-8528-dc8cdae438e1,Bio Oil 125ml,oDMASarNMCsw3HbEEdGw,2.00,9000.00,13000.00
fab22a24-5291-4f00-8269-a7246931d3aa,Veet Gold transparent soap,dTFndzlBZGjdCax8Oytr,20.00,2500.00,3500.00
245d6e67-5a10-48ec-865a-198f2d861b23,Collections Sprays,jrYxwa6TvuslHxQAMs2x,692.00,2500.00,3000.00
9c457076-609c-427a-b467-c2990fc76c7c,Vaseline blue seal 100ml,KsxA7Xc7yrvLXCWl15dG,16.00,2000.00,3500.00
4480b3f7-81b3-46db-acf8-57f8bbdfbcb6,Gissah,lkPFSTwX3aWnAA9uDfx4,32.00,3500.00,4500.00
8badf6f3-b607-4efe-830f-86091e167fff,24k Perfume Set,ILk0XOetoyc05ifNJlK0,3.00,9000.00,13000.00
71294389-ee2d-42e7-84c2-a0a0f97001cf,24k perfume,wLdKpuFH0IXMDVAChy4P,26.00,4500.00,6000.00
8baf6da8-9cf8-4f5d-bf9d-431cf158ecbf,Secret Armor Splash,rUGqSnJWcVNhgBcBE0w7,0.00,2900.00,4000.00
9efc2ba5-7da8-4d0e-9377-dda5e6f20989,Monogotas Vanillaxcoco,aA8pDzIpo0Se0iVjq67X,34.00,1916.00,2500.00
3cdc3c1e-f8f3-4bd2-8dcd-5c8673d54a16,Men Sure Roll On,PfAKlZzLrMidnS6upAcP,14.00,1500.00,2000.00
e67b784d-24b4-4ac7-839d-1742f4fc8af5,Storm spray,pn3n8L1dtH4dPLvNEzML,280.00,2520.00,3500.00
619f2456-f70f-4c7a-a4c7-8945cc820101,Nivea radiant and beauty Vit C,djI26jz3qZP7sJjsjm0F,41.00,5208.00,6000.00
e847606c-1bc4-461c-b98e-ef0289395632,Parley Gold Advance Beauty Cream,OKtjnhSlDWyzXL4zrGfV,44.00,3500.00,4500.00
ee18792f-d9ac-4fde-b41b-c0b6397a7d38,Mousuf perfume 25 Ml,85hhrxDqkTqf7ZJSWEGX,54.00,2200.00,3000.00
607c7607-60ce-43e6-ac52-04706c9c0bd4,Egg Yolk Soap,y5Zt5WpJou7q76ud0QYj,33.00,1500.00,2000.00
3d9e5438-d97e-420f-ad8f-c44b815bbabc,Smooth As Silk big,3VvdXxQacXjOq2X608zc,4.00,5500.00,6500.00
53d17cfb-53ca-44c9-ad48-50002f077772,so white vitamin c,cwt1W3DZXjoQZNVORyYc,2.00,17000.00,20000.00
0418fbac-01b5-4b7d-a91c-7cd95f940faa,E45 Face cream,4IL7LHlC2TzW84obmhg5,11.00,5500.00,10000.00
77369e08-8f5b-48ea-a07b-aa0e66905f06,Nivea Sunscreen,rZgvPJUWGVLlHGP06eyR,19.00,9000.00,17000.00
759348cf-232d-48ea-90da-949bf10d44cf,Estelin Serum,yng2FfoqDbl68Tn8OhNR,28.00,3000.00,4500.00
79c80a74-5a4c-44ea-ae0c-7db7e288446c,face facts blemish wash,DFo8z3LckYH2bMQXN8oI,6.00,8000.00,9000.00
c9683ef4-3088-4beb-b1db-222d1296554a,classic makeup powder,EOWe9qupQKQsRnzOgfFB,30.00,3000.00,3500.00
c8205a7a-c17b-4bcb-84b9-daf81a36f189,Hawaii  Soap,CdRZjPay7t8cpbyXrXEr,68.00,1300.00,1600.00
49872c8b-0cd7-4c13-82c9-995198a2bee3,Sencodently,4gecPnWSBmeCJLJSF05X,39.00,1500.00,2000.00
629eff21-c4e0-4c65-9e69-831b32716afb,confetti sprays,266kkP1nGeiJRyclCqTR,39.00,3000.00,4000.00
b687ff90-f3f9-4587-aeb3-330ec3414b26,Glow  Booster Lightening Oil,2TwllUQJ3OCyTsa6KAKv,11.00,5500.00,8000.00
02ad5a39-0635-4110-918b-4291eeacfaf1,Sk Duchess Glow,idWntiQGCd1LC22eUAqD,81.00,7000.00,11000.00
d09a6b4f-e046-4456-8587-c85534e83405,Infinity Glow,0trffGZ6rtcOReKvl2ba,53.00,4000.00,6000.00
5756b27f-0cb7-4879-858c-db917196c53e,Jam Soap,H0lponSYPqpC01AA76MU,81.00,800.00,1500.00
90ad2232-a1b5-43d2-8cec-2e166c0b060c,Above Ultra Hold Dubas 450ml,c0hBVJLsarCjoHesIXdq,5.00,3500.00,4000.00
9ca1de89-a22b-43c1-98cb-11d6d4cd9385,Above ultra hold Dubas 200ml,nYirXuvRVkOchIvnYElm,4.00,2000.00,2500.00
d58a61fe-950b-4360-a228-7ebd14616807,mousuf 100ml,XhQbSx01tQ5juNhYLwpT,25.00,12000.00,17000.00
7ae0c175-e2c3-4947-aea1-9cfb43a56e00,E45 lotion,Gj5hLKAVZ86aDBu3JG8V,3.00,9000.00,10000.00
ab37c5ab-e01a-43e7-8022-8985db892907,Nasem Oil,r6ufgcqofiahqPvVV5RG,42.00,2800.00,3500.00
5ef79837-884f-41ba-8b66-c1b1bdbffbe0,vaseline blue seal,dWEm8nxN5dC58R6Q2ztI,31.00,4500.00,6500.00
a6c9306e-9483-4dcf-9669-c32be9afc6dd,St Ives Soothing Lotions,vlMVbZ605YwNVQfCSyZg,25.00,6250.00,9000.00
301d8def-3725-43e9-9b81-65399af2070a,disser oil vitamin c,VmSsF79eA8K8W1KEDJiN,0.00,1300.00,2000.00
72445699-3aa1-4ba0-9c99-fcdcb1f9cb52,Beckon big,NbO4VT0bwInpnQrnymBh,11.00,4500.00,8000.00
5eb6b9dc-39ff-4970-a0bc-f578740863ad,Hair Wax,hcEI4c1VJ7K8WoE96Ngk,11.00,1500.00,2000.00
7a4503e5-d996-452a-ab0f-cd7d2adcd1a4,Biore Uv Small,x0ENmWAhe5e5GuC1hbM9,9.00,3500.00,5000.00
336489d0-7371-4594-a0ad-b819c92f82ad,Face Facts skinbarrier moisturerasing gel,dTk2UmV40GdgyjoWwwBV,12.00,4000.00,5000.00
882e9d03-fb2a-4875-ae14-626a3dbced04,so white soap,2q8wsNJmvPFArdyQkOfq,7.00,6000.00,8000.00
624f3978-26e5-4093-8be5-23da591abc52,rexona spray,Ke0dn2vaMuE7GMVkBnvs,102.00,2700.00,4000.00
fb0a843e-d229-45ff-8f91-e84c8804ee58,DOVE SPRAYS,FzYYhDGtOH6tnvRxkSSB,114.00,3500.00,4500.00
350e6cd6-5af5-49a2-a565-411c7ed79fd4,kojie san single,si4yjCWiJpUpSWHkK68x,29.00,1500.00,2500.00
fbbe0d37-7f04-449f-bc90-03d9245778e6,Golden Glow lotion,ulHyrGOwzlFFKnsJzuJL,0.00,5000.00,8000.00
4fd1efce-5529-457c-81e4-f7f218dc63ff,Oscar Spray,Mb0RyLlZufhM0lEQMYN2,156.00,2500.00,3500.00
69102bcd-22e4-4d1f-991c-9884da06393a,right guard spray,sPDsKZMnzi5c18WVbxkm,27.00,2950.00,4000.00
2630cfe1-e7f5-4b7d-b783-37b82a16ef84,My Dear Body Splash,DwJwJUBDpD7iEzzmAroC,18.00,3333.00,4500.00
95a398dc-404c-4e57-9460-181346c6a47e,Aqua Rich Body Gel 1000ml,nENcs7kYbtl3n2kx91HG,3.00,9166.00,13000.00
a7f65aa4-f9f8-4497-9ee4-9cb84a221cac,Advanced Korean Skin lotion,09VL13g6OccZ4ORSlj2h,1.00,11000.00,15000.00
611978d3-10d6-4923-a5a4-1d6740847413,Clearasil,fim5WlyfEzK2v49ddbB5,6.00,1000.00,1500.00
12e38cf1-3d0b-48ef-b15b-78522d256874,Nivea men Deep,mDS5HTpc6DB4MtXgEfDh,18.00,4000.00,5000.00
86a1519c-8b3e-4e22-910c-ca7e2a9997ff,ageless glow divas,mflH1oaT0MVyrws2Mk2M,1.00,6000.00,11000.00
48989250-d5d7-4c39-b91e-43ba54c37754,Kuu Spa Salt Scrub Tumeric,AjJ1KkTNi58ld4KTGZrk,3.00,3000.00,4500.00
760738e8-56fd-40a8-9aaa-70bde9ecade0,Vaseline lotion UV Extra Brightening,Kku3r0yBmONMPGE0zYh6,13.00,7500.00,12000.00
8c2681e5-d7b5-4d78-85da-1a4236b3e1b0,Party Time,79flc3GdEVhJnSqOpLdk,8.00,3200.00,4000.00
4ba95ccd-68bc-4873-9c6a-83f1e0289a2f,Nivea roll on,8tgDyr9Sb1QUkQwjjEJW,159.00,1723.00,2000.00
d0a7d6aa-7c65-4530-a92a-056f41cda643,eos lotions,agNQQJuyDCfk8qX3cbDD,3.00,18000.00,24000.00
7c53f1a1-806e-4b06-99dc-07bc3d4591e3,Advanced Snail 92,wzFn7bOPn8vBWcCFSPT7,4.00,12000.00,18000.00
449f9b85-03be-41e7-a685-e0f6d42fabb0,Medix 5.5 Soap,0OITp1cviPert2Au5I6m,34.00,1700.00,3500.00
334df4db-e636-498b-9eae-fd1e0a98bc61,Smart Collection 100ml,SaaNE5jfqWPtVNuRrOcn,123.00,5500.00,7000.00
4d8b303f-fbcb-5cd9-9661-a7a0b7fe1d25,oud nuclear,bus_1768722675912/inventory/1xT3NQw6T52MmCyqmP6v,1.00,19500.00,25000.00
1dba32f4-30c7-502d-9645-1b91e336ce5f,zaon lip oil,bus_1768722675912/inventory/3NM8G6VVI3d5gvsWAU13,5.00,5800.00,4000.00
76c43ec1-571c-58a9-8d55-50aa8db41bf5,glutathione and abutin supplements,bus_1768722675912/inventory/5WqDB6koaaJhaaLQzqcY,0.00,6000.00,12000.00
835c3c55-e212-4654-98bf-22d899a3221d,nano vitamin c soap,00SM5byA3G8ciTTYzi1k,18.00,1800.00,2300.00
caaf19c5-d108-46dd-bd76-f1639ba1fb35,City Joy Vaseline One 1color,0B1sA2ZbdwBKvsYh5okj,0.00,3800.00,5000.00
3720971f-5055-4203-9a1b-5e9a63722062,St Ives body wash,0nhKzfbpLO2VjhPGrYyR,31.00,6250.00,9000.00
314b5d66-c738-4b38-88c9-85723fdd433e,Perfect Skin,1BlpySvv6XgMF7hawx2D,4.00,3000.00,3500.00
f325dd19-40f5-4f78-acdc-2f14ffb8a33f,Belle Face,1FrQqUIhlZ3OElIVRNr7,0.00,3500.00,5000.00
3f04e20b-7445-49f5-a2d7-fe294e527e9b,Skin Secret Oil,1G54uFWes8wVhg4ZKv3c,12.00,4000.00,10000.00
f36f484d-30ea-4027-ba12-afab4199b3a4,Face Fact Gel Moisturizer,1Pq0s21RA4dCcbSWtRsU,0.00,3000.00,5000.00
3b466df9-30c3-45d8-9054-30f98db0f375,Evening Primerose supplement,1R0X1wBvhRAgXmYhLbAG,5.00,5000.00,12000.00
56b49541-3df9-41f9-8649-bb6602fd5826,Deal spray,1jOQ90iOr4Mnsji5sdJc,18.00,2166.00,3500.00
0794b8bc-47af-4275-8867-737fe9d12e9d,Veet Gold Dark Spot And White Patches Corrector,1logHVxlkZCRvt0kXV2e,9.00,5000.00,10000.00
a7cf9d0d-0fac-4408-8d59-cb095637d84f,Baby Secret Amino Wash,1mY7t1DvHbArD5IBkcxB,4.00,6500.00,9000.00
88b47168-efb0-40fe-9908-031d058da31b,oriflame activelle roll on,1v0NhX4mvkKNFKsbijx4,1.00,6500.00,7790.00
f9b847ec-a3c6-4871-ae42-c3638aded49f,24k Gold Soap,28aQzG3NU9UZiSFlWTMY,18.00,1700.00,3000.00
43cbdb94-61db-40b4-b42e-380c880bfcb8,orange exfoliating,28qokpQ0TSWjsB19Iach,9.00,4000.00,6000.00
c2a39a52-8bbf-4da3-9339-d2afa38092bb,Moon White Body Scrub,2UXJ3cJPJKuK4p5Ur8m7,7.00,5000.00,13000.00
8d070266-3953-4745-a5c5-dffc0be026cd,tea tree toner,2bB9iWPED7DORaMQIxFL,10.00,2000.00,3500.00
8e2d09ca-418f-43b6-9a2e-ad1a71bf653b,rapid clear soap,2eyksgqaBKpJ76891v4x,29.00,1700.00,3500.00
c75f9b97-e270-4f7b-a96b-905d88706151,Leisure Curl,32xa4rievHIVefL3xV51,7.00,8500.00,11000.00
35b35e4c-c301-4b50-bada-609978aae9d5,Alpha Abutin Anti Spot Oil,356LQULWDvGZgeIt9RBl,6.00,6000.00,8000.00
e1550355-8079-4348-8826-c383c4633e7a,Nature Secret Carrote,38R33RSOVwLPPeCbplSf,3.00,4500.00,5500.00
e60d4790-4643-4694-b832-83595b0ac980,Bismid Skin Polish,39NgvVDENeqPOfBPrFHI,4.00,18000.00,25000.00
f83a12c0-a079-4b8e-b602-630b380358f1,Qei+ Paris Carrot,3MV2MOUVF3MmEbSM96sL,3.00,23000.00,32000.00
db39b4b0-22c2-4d73-8ff3-9a562a95146e,Veet Gold Tumeric&VITAMINC Super Whitening Oil 500ml,3TuSKJhk1sXkHMk17Ndu,8.00,6000.00,8000.00
ee479a43-6aea-4504-aa55-769eaec43ca5,Zaron face toner,3fYJi4Z6F0PvdsZ325Q7,6.00,12000.00,15000.00
ed328159-57fe-42f7-b895-802279d46879,Morgan's Pomade,3l9j9kQfIPLqdSxRKdOW,12.00,3500.00,4500.00
554e7554-cf4d-4ae5-af35-78547fd9c024,Arden Kids Lotion,3q5fDSTOF4oMX176E9DJ,4.00,6500.00,9000.00
7e9874e6-6fe0-4e52-b838-2ee879217d2e,Avanti Perfume,3uA9G1JDNBemGtiYmDZ1,5.00,10000.00,13000.00
e79e0c5d-ae2c-4d4a-81c9-cd5f69f75a5f,Clean And Clear Toner,43DzjEAI4VsDRAY6qhwv,0.00,9000.00,12000.00
0afb81a7-d1f1-4ad4-a0a9-d46853bfd2e1,Honey Glow 24k,4UCfkR7SPpY3EnkTdG42,1.00,9000.00,13000.00
0e6bfbf8-21f4-418d-86a6-a88095feb699,Nivea Body Wash Diamond,4a6a5I5hSVDBk2PTQmZ9,3.00,6250.00,8000.00
353fa697-67e2-41a9-b3f3-381957ee9b0d,matelot perfum Normal,4klON0kjMSFBEE9H6wZk,13.00,3500.00,5000.00
a8109656-8279-461e-af90-caeafded8b61,nature secrete soap,59ETUi12GuWs4Q7bkyov,17.00,2000.00,2500.00
c5d8c643-a35c-471b-ae21-fbf2ccf92054,asantee 3in 1 soap,5GUr3MAjEfcne34DbcrX,0.00,1500.00,2000.00
ab1c3f24-31ce-4e65-9060-d4badc160709,9pm Set Perfume,5YDwR9DCJpqghtXWarhz,2.00,10000.00,15000.00
203014ff-5931-4997-9662-eb79504ed7aa,orbi 20 antimarks face cream,5bJpfxTm6s7IZZAXHJet,58.00,2500.00,3500.00
29583e4b-969f-444c-80f6-63f38cfa131a,maxitoner big,5hUeS9N6ZQOemnUxzCr6,12.00,5700.00,6500.00
aa71a6b2-edd9-40b4-b0a1-90bfdda015f8,Advanced Clinical Serum,5lwPnKs7xhSQzUa2iNWy,12.00,15000.00,18000.00
109888e5-e119-42f4-8efb-63bc3dab063c,beauty formula illuminating serum,5n9XWGMa4xXJrlcxnzj0,39.00,3000.00,5000.00
4e6e83b5-489a-4b27-a98d-ee61caed19fd,nivea spray,5rfOhJPcdhaxHoyBvn1V,0.00,3900.00,4500.00
e3b6d619-89a9-4ebb-a4a1-f7613b2aeccf,LALALA OIL,6NWUiXCHSm9LylIt3Hnw,1.00,6000.00,7500.00
acfd5b9e-c022-4190-a89d-71bc124bb013,Veet Gold Sugar Scrub,6O2OBXbRu7JfoRJRbb0B,24.00,4000.00,6500.00
f4d5e691-e734-4bbf-b5ac-8ed967470252,Prince And Princess Lotion,6R3TbNkGrSpakr3neJ2t,7.00,4000.00,6000.00
1d94a9ec-e07c-4ab7-8052-c8ec90e7ea96,piment doux,6TNTWS5RLsDTsasKwQ0E,1.00,2550.00,3500.00
fab275d9-8aa7-4bb6-9725-3615abff038d,X8 MASCARA,6elwgBL4mAR3xjSRyH6O,8.00,1000.00,2000.00
9076c129-a9d6-406b-b2ce-745eac82b683,Oriflame Feminelle Wash,6oNCciHGhkRC0e9Vl4JC,10.00,11000.00,14990.00
c272c933-6484-4a52-bf94-a50190931836,dr davey oil gel,6ucbKt0EjeXxWwoCGZAc,46.00,3000.00,5000.00
a0e1e343-7f54-4b21-9adb-f21e7d83cdcc,Dr Teal Soda Soap,6yJekk5TeGF6FJdjSmVc,7.00,1700.00,3000.00
3c634cee-d9a0-455c-bf8d-d32830c61d77,Prince And Princess Body Wash,8A4RkZsKPZSOo6avb94s,4.00,4000.00,6000.00
fa2fae05-4d60-4090-91e0-21f48078e946,Vintage Radio,8AMsygkYH9LiUs95zGV5,2.00,35000.00,45000.00
e562d9ef-822c-401d-bf6c-e4a8b6a21f44,Peau De Lune face cream,8D4UXmcGLUKfplNbewRt,23.00,5000.00,10000.00
c8c457b9-1620-430b-ae78-13da50dd3b40,infinity roll on,8Gt0SDkmiB48oeoUCynv,22.00,1500.00,2000.00
48111178-b210-4f46-8dca-c969c44c111d,Dr Rashel Face Cream,8IU7RRRW3jDii7EKPRrf,12.00,2500.00,4000.00
27c3a0c8-e165-40fe-aa8f-e4ee0fc47009,Advanced Clinical Cup vitamin refined,8ItgtVBqWmEkT3PxNCFi,4.00,16000.00,22000.00
f069f432-8987-4f8c-b793-2923fce7fd95,Cerave 237ml,8JWLpJ1eeOL0wJRAwxEi,37.00,10000.00,18000.00
5a6edff7-1e5d-438b-9dcd-4ed355bd61d8,First Class Vaseline Big,8KKshLjOPWmlXwXgEaa5,6.00,6916.00,7500.00
18471d34-577d-4b51-904a-8fddc70d6908,gillate rolls stick,8hnfvzHUvdpBOBsDigWp,17.00,3500.00,4500.00
0782e094-6286-5ae6-adc8-e4c39363b6cb,vee beauty powder,bus_1768722675912/inventory/B8YrL3opcdIH2C2qWx4c,9.00,6250.00,10000.00
2395ff7e-f8c6-4b1a-ba9f-3aedec47abc4,Rich And Pure,8tQNxXafkIfn2bnwtXzV,3.00,3000.00,4000.00
b515dbe7-5fb9-4975-af4a-abd6c19465a8,Now Women  pink 100ml,9cEJKynorTwjrtpxpFfK,3.00,21000.00,25000.00
7247d2f3-92eb-47f4-8e32-6827a7b29874,Veet gold Gluta Hya Oil,9cx1u8jo98qum3rWED5G,2.00,5500.00,9500.00
67648e1a-0746-4fc2-9015-e1c47ce7353f,hit the spot serum moisturizer,9u3P0CcdpPgCL9SOC1aP,4.00,4000.00,8000.00
7ffa6274-f1c3-433b-88e1-63e8326d3135,Molato Glow Soap,9u5nnbBKqm4QruwHUMqL,33.00,1700.00,3500.00
